,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,StockTurnover,UnsoldInventoryValue
3537,2450,DJINN SPIRITS LLC,8918,Beat 3 Reserve,24.61,33.99,750.0,377.0,9277.969999999998,342.0,11236.57999999998,9000.259999999982,269.6800000000002,251.27999999999994,1958.6099999999824,17.43065950671811,1.211103290913851,24.609999999999992,Medium,0.9071618037135278,861.35
3538,9552,M S WALKER INC,29646,Hartley & Gibson Amontillad,7.14,10.99,750.0,1299.0,9274.860000000015,1289.0,16722.10999999989,12094.699999999903,142.57999999999967,55551.819999999985,7447.249999999876,44.53534870898424,1.8029501253927136,7.140000000000011,Medium,0.9923017705927637,71.39999999999999
3539,1392,CONSTELLATION BRANDS INC,6357,Taylor Golden Sherry,9.2,13.99,3000.0,1007.0,9264.400000000007,981.0,13724.189999999966,6281.509999999989,441.44999999999993,79528.99,4459.789999999959,32.49583399821753,1.48139005224299,9.200000000000006,Medium,0.974180734856008,239.2
3540,10754,PERFECTA WINES,26437,Ch le Borderon Haut-Medoc,13.1,18.99,750.0,707.0,9261.7,547.0,10387.529999999977,7235.189999999989,60.529999999999916,28720.52,1125.8299999999763,10.83828398088842,1.1215575974173182,13.100000000000001,Medium,0.7736916548797736,2096.0
3541,516,BANFI PRODUCTS CORP,25985,C Y Toro Casa Diablo Merlot,6.66,9.99,750.0,1385.0,9224.100000000004,1191.0,11893.089999999946,6427.56999999998,132.36999999999983,8510.410000000002,2668.9899999999416,22.441518562458988,1.2893496384471048,6.660000000000003,Medium,0.859927797833935,1292.04
3542,7153,PINE STATE TRADING CO,29400,Ch D'Arcins Haut Medoc,12.49,20.99,750.0,738.0,9217.619999999999,727.0,15291.729999999954,9777.339999999964,80.59999999999985,15884.819999999998,6074.109999999955,39.721535758216845,1.6589672822268606,12.489999999999998,Medium,0.9850948509485095,137.39000000000001
3543,9552,M S WALKER INC,658,Allens Triple Sec,2.2,2.99,1000.0,4189.0,9215.799999999974,4237.0,12668.62999999996,2631.2000000000066,4448.84999999999,55551.819999999985,3452.8299999999854,27.25495969177406,1.3746641637188302,2.199999999999994,Large,1.0114585820004773,-105.60000000000001
3544,28776,TALL SHIP DISTILLERY LLC,4029,Tall Ship Cedar Island Spice,20.43,27.99,750.0,451.0,9213.929999999995,459.0,12847.409999999954,11503.88999999996,362.1900000000003,259.90000000000003,3633.4799999999595,28.281809329662337,1.3943463863953776,20.42999999999999,Medium,1.017738359201774,-163.44
3545,653,STATE WINE & SPIRITS,20475,Hayes Valley Cab Svgn CC,6.75,9.99,750.0,1365.0,9213.75,1337.0,13356.62999999991,8971.01999999994,147.97999999999968,8014.98,4142.87999999991,31.017404839393905,1.449641025641016,6.75,Medium,0.9794871794871794,189.0
3546,3664,WILLIAM GRANT & SONS INC,1919,Tullamore Dew Crock,23.99,29.99,750.0,384.0,9212.16,333.0,9986.669999999984,7317.559999999987,262.45,30234.42000000001,774.5099999999838,7.755437998852321,1.0840747446852839,23.99,Medium,0.8671875,1223.49
3547,1128,BROWN-FORMAN CORP,8283,Korbel X Dry,18.79,27.99,1500.0,490.0,9207.09999999999,449.0,12887.509999999971,9072.839999999978,99.9499999999999,68601.68000000001,3680.4099999999817,28.557960381795937,1.3997360732478181,18.789999999999978,Medium,0.9163265306122449,770.39
3548,6785,PALM BAY INTERNATIONAL INC,27528,Bertani Due Uve White Venet,7.33,10.99,750.0,1255.0,9199.149999999996,1171.0,12869.289999999979,3824.5200000000023,131.07999999999996,13605.409999999998,3670.139999999983,28.51858960362218,1.3989651217775538,7.3299999999999965,Medium,0.9330677290836653,615.72
3549,4425,MARTIGNETTI COMPANIES,23895,Lindemans Bin 50 Shiraz,5.4,7.99,750.0,1703.0,9196.200000000003,1722.0,14310.779999999908,7702.659999999953,191.3899999999997,144929.24,5114.579999999905,35.73935173344806,1.5561623279180428,5.400000000000001,Large,1.0111567821491485,-102.60000000000001
3550,7255,PSP WINES,24841,Porta 6 Red,5.47,7.99,750.0,1681.0,9195.069999999976,1403.0,11927.969999999928,6915.869999999964,155.7599999999997,648.71,2732.8999999999523,22.911694110565072,1.2972136155570277,5.4699999999999855,Large,0.834622248661511,1520.6599999999999
3551,10754,PERFECTA WINES,13956,Gouleyant Malbec Cahors,7.79,11.99,750.0,1180.0,9192.19999999998,1108.0,14631.919999999922,9647.709999999946,122.81999999999974,28720.52,5439.719999999941,37.17707587247586,1.591775635865185,7.789999999999984,Medium,0.9389830508474576,560.88
3552,4425,MARTIGNETTI COMPANIES,2232,Sipsmith Gin,31.0,39.99,750.0,296.0,9176.0,274.0,10668.259999999984,9002.689999999984,216.15000000000003,144929.24,1492.2599999999838,13.987848065195132,1.162626416739318,31.0,Medium,0.9256756756756757,682.0
3553,3252,E & J GALLO WINERY,23539,Vin Vault Chard,12.41,18.99,3000.0,739.0,9170.989999999994,613.0,11762.869999999963,9426.089999999967,275.8500000000006,61966.909999999996,2591.8799999999683,22.0344184710022,1.2826172528810924,12.409999999999993,Medium,0.8294993234100135,1563.66
3554,2242,DELICATO VINEYARDS INC,16429,HandCraft Artisan Coll Pnt N,5.8,9.99,750.0,1581.0,9169.800000000016,2566.0,25351.33999999978,12835.069999999861,285.31999999999954,7982.649999999999,16181.539999999763,63.829130925623275,2.764655717681927,5.80000000000001,Large,1.623023402909551,-5713.0
3555,90047,CRUSH WINES,17611,True Myth Chard,5.22,7.99,750.0,1753.0,9150.660000000009,1442.0,18664.57999999991,10305.079999999936,160.35999999999984,1457.7299999999998,9513.919999999902,50.97312663879898,2.0396976830086455,5.220000000000005,Large,0.8225898459783229,1623.4199999999998
3556,17032,JEWELL TOWNE VINEYARDS,35318,Jewell Towne Marechal Foch,7.46,11.49,750.0,1224.0,9131.040000000023,1183.0,13592.669999999915,9938.849999999933,130.81999999999968,283.60999999999996,4461.629999999892,32.82379400073657,1.4886223256058324,7.460000000000019,Medium,0.9665032679738562,305.86
3557,2000,SOUTHERN WINE & SPIRITS NE,23289,Ch Mouton Rothschild 11 Paui,479.45,699.99,750.0,19.0,9109.550000000001,18.0,12599.82,5599.92,2.0200000000000005,19016.59,3490.2699999999986,27.700951283431024,1.383144063098616,479.45000000000005,Small,0.9473684210526315,479.45
3558,9552,M S WALKER INC,16494,Tenuta di Arceno Chianti Cls,11.68,17.99,750.0,779.0,9098.719999999992,740.0,13524.59999999994,10268.379999999954,81.6899999999998,55551.819999999985,4425.879999999948,32.724664685092115,1.486428860323205,11.679999999999989,Medium,0.9499358151476252,455.52
3559,660,SAZERAC NORTH AMERICA INC.,1028,Amaretto di Amore VAP,5.71,7.99,750.0,1593.0,9096.03000000002,1015.0,9650.349999999988,2703.600000000002,799.2200000000005,17932.329999999994,554.319999999967,5.744040371592405,1.0609408720067948,5.710000000000013,Large,0.6371625863151287,3300.38
3560,4425,MARTIGNETTI COMPANIES,22697,Girard Old Vine Znfdl,10.46,24.99,750.0,868.0,9079.280000000013,948.0,21633.51999999991,14101.85999999993,104.95999999999975,144929.24,12554.239999999896,58.0314253066535,2.382735194861253,10.460000000000015,Medium,1.0921658986175116,-836.8000000000001
3561,1392,CONSTELLATION BRANDS INC,33684,R Mondavi Pvt Sel Merlot,10.32,17.99,1500.0,878.0,9060.960000000008,882.0,16215.179999999924,12527.199999999928,195.8299999999997,79528.99,7154.219999999916,44.12050930054399,1.7895653440694925,10.32000000000001,Medium,1.0045558086560364,-41.28
3562,516,BANFI PRODUCTS CORP,31347,Florio Sweet Marsala Italy,7.09,10.99,750.0,1277.0,9053.929999999995,1161.0,12759.38999999993,8396.35999999996,128.5799999999997,8510.410000000002,3705.4599999999355,29.04104349816061,1.4092653687404186,7.089999999999996,Medium,0.9091620986687549,822.4399999999999
3563,9552,M S WALKER INC,6646,Brown Jug Cream Bourbon,13.56,18.99,750.0,666.0,9030.95999999999,641.0,12172.589999999956,8868.32999999997,505.50999999999965,55551.819999999985,3141.6299999999665,25.809051319398563,1.3478733157936664,13.559999999999985,Medium,0.9624624624624625,339.0
3564,9552,M S WALKER INC,37217,Castano Solanera Yecla Mona,8.66,12.99,750.0,1041.0,9015.060000000007,1079.0,15451.209999999941,8737.919999999964,119.80999999999983,55551.819999999985,6436.149999999934,41.65466652773445,1.7139331296741152,8.660000000000007,Medium,1.0365033621517772,-329.08
3565,4425,MARTIGNETTI COMPANIES,6021,Jackson Morgan Pepmint Mocha,16.54,27.99,750.0,544.0,8997.759999999995,642.0,13741.57999999997,8630.079999999969,506.09,144929.24,4743.819999999976,34.521648893358595,1.5272223308912416,16.539999999999992,Medium,1.1801470588235294,-1620.9199999999998
3566,516,BANFI PRODUCTS CORP,19356,C Y Toro Marques Cs Cab Svgn,12.25,19.99,750.0,733.0,8979.25,802.0,14994.979999999949,9326.019999999962,88.92999999999986,8510.410000000002,6015.729999999949,40.11829292203103,1.6699590723055877,12.25,Medium,1.0941336971350615,-845.25
3567,4425,MARTIGNETTI COMPANIES,42886,Clos de Los Siete Mendoza,13.24,19.99,750.0,678.0,8976.72,699.0,13973.009999999973,7356.31999999998,77.72999999999992,144929.24,4996.289999999974,35.75671956149737,1.5565830280993473,13.239999999999998,Medium,1.0309734513274336,-278.04
3568,4425,MARTIGNETTI COMPANIES,45845,Joseph Carr Chard Napa,10.66,17.99,750.0,840.0,8954.400000000003,989.0,17680.109999999935,9780.56999999996,109.8699999999998,144929.24,8725.709999999932,49.35325628630118,1.9744606003752265,10.660000000000004,Medium,1.1773809523809524,-1588.34
3569,90024,VINILANDIA USA,14920,Broadbent Gruner Veltliner,7.84,12.99,1000.0,1142.0,8953.279999999993,1173.0,16273.269999999935,9390.249999999953,175.9499999999997,2802.6400000000003,7319.989999999942,44.98167854401709,1.8175763519067814,7.8399999999999945,Medium,1.0271453590192645,-243.04
3570,4950,LATITUDE BEVERAGE COMPANY,23360,Ninety+Cellars Lot 35 Tempo,6.16,8.99,750.0,1453.0,8950.480000000009,1414.0,15057.859999999904,9450.16999999994,156.79999999999967,1609.9999999999995,6107.3799999998955,40.559415481349504,1.6823522313886954,6.160000000000006,Medium,0.9731589814177564,240.24
3571,7239,REMY COINTREAU USA INC,10916,Piper Sonoma Bl de Bl Sonoma,9.39,13.99,750.0,952.0,8939.28000000001,928.0,13274.719999999981,3749.380000000002,103.82999999999996,16978.669999999995,4335.439999999971,32.65937059312722,1.4849876052657447,9.39000000000001,Medium,0.9747899159663865,225.36
3572,9552,M S WALKER INC,32835,Mionetto Prosecco Superiore,12.24,19.99,750.0,730.0,8935.2,691.0,12655.08999999996,8599.309999999972,76.53999999999988,55551.819999999985,3719.8899999999594,29.394417582174214,1.4163186050675933,12.24,Medium,0.9465753424657535,477.36
3573,9165,ULTRA BEVERAGE COMPANY LLP,46783,Oops Voluptuous Beauty Valle,5.74,8.99,750.0,1549.0,8891.26,1559.0,13186.409999999922,8228.319999999943,173.0199999999997,68054.70000000003,4295.149999999921,32.57255007238473,1.4830755146064698,5.74,Large,1.0064557779212395,-57.400000000000006
3574,9552,M S WALKER INC,31910,Luna di Luna Merlot/Cab Ca'M,6.75,9.99,750.0,1317.0,8889.75,1330.0,13726.699999999928,7938.299999999964,147.7399999999997,55551.819999999985,4836.949999999928,35.23752977773211,1.5441041649090164,6.75,Medium,1.0098709187547457,-87.75
3575,3252,E & J GALLO WINERY,14624,The Naked Grape Pnt Nr,4.57,6.99,750.0,1945.0,8888.65000000002,2012.0,13058.879999999892,7624.279999999939,223.4899999999996,61966.909999999996,4170.229999999872,31.93405560047957,1.469163483768611,4.57000000000001,Large,1.0344473007712083,-306.19
3576,653,STATE WINE & SPIRITS,24439,Des Amis Rose,12.41,17.99,750.0,715.0,8873.150000000003,680.0,10247.199999999975,6563.6499999999905,75.4099999999999,8014.98,1374.049999999972,13.409028807869225,1.1548548148064635,12.410000000000004,Medium,0.951048951048951,434.35
3577,9165,ULTRA BEVERAGE COMPANY LLP,4899,Clement Mahina Coco Liqueur,14.28,20.99,750.0,621.0,8867.88000000001,632.0,13407.679999999948,9254.609999999968,498.3299999999998,68054.70000000003,4539.799999999937,33.859698322155324,1.511937464196621,14.280000000000017,Medium,1.0177133655394526,-157.07999999999998
3578,2242,DELICATO VINEYARDS INC,46311,Twisted Old Vine Znfdl,4.76,6.99,750.0,1863.0,8867.88,1918.0,14050.819999999894,8591.329999999929,212.8899999999996,7982.649999999999,5182.939999999895,36.88709982762525,1.5844621262353455,4.76,Large,1.0295222758990874,-261.8
3579,4425,MARTIGNETTI COMPANIES,13154,Clayhouse Malbec Paso Robles,7.79,12.99,750.0,1137.0,8857.229999999981,1480.0,20705.19999999988,12785.919999999905,164.2599999999997,144929.24,11847.9699999999,57.22219539052976,2.3376608714010954,7.789999999999984,Medium,1.3016710642040457,-2671.97
3580,1392,CONSTELLATION BRANDS INC,6145,Marcus James Cab Svgn Mendza,5.19,8.99,1500.0,1705.0,8848.950000000015,1829.0,14731.70999999989,8762.129999999917,408.4599999999994,79528.99,5882.759999999875,39.932635111605634,1.6647975183496193,5.190000000000009,Large,1.0727272727272728,-643.5600000000001
3581,9165,ULTRA BEVERAGE COMPANY LLP,1259,St George Gin 3/200mls Combo,21.05,27.99,200.0,420.0,8840.999999999998,463.0,12959.369999999955,11279.969999999961,97.23000000000025,68054.70000000003,4118.369999999957,31.77909111322519,1.4658262639972806,21.049999999999997,Medium,1.1023809523809525,-905.15
3582,9165,ULTRA BEVERAGE COMPANY LLP,16782,Penner-Ash Willamette Pnt Nr,24.5,37.99,750.0,360.0,8820.0,387.0,14394.129999999972,9964.319999999978,42.84999999999998,68054.70000000003,5574.129999999972,38.725021936025186,1.631987528344668,24.5,Medium,1.075,-661.5
3583,28750,SMOKY QUARTZ DISTILLERY LLC,4524,Smoky Quartz Granite Cst Rum,21.99,27.49,750.0,401.0,8817.99,431.0,11848.189999999966,10721.099999999966,340.1600000000005,342.65,3030.199999999966,25.575214442036927,1.3436384028559758,21.99,Medium,1.0748129675810474,-659.6999999999999
3584,4425,MARTIGNETTI COMPANIES,41612,Ridge Geyserville Znfdl,24.18,36.99,750.0,364.0,8801.519999999999,307.0,11923.929999999984,7540.059999999988,34.02999999999998,144929.24,3122.4099999999853,26.186081266830563,1.3547580417927796,24.179999999999996,Medium,0.8434065934065934,1378.26
3585,10754,PERFECTA WINES,15902,Kosta Browne Pnt Nr RRV,62.41,92.99,750.0,141.0,8799.81,100.0,9298.999999999996,4742.49,11.150000000000002,28720.52,499.18999999999687,5.368211635659717,1.0567273611589338,62.41,Medium,0.7092198581560284,2558.81
3586,4425,MARTIGNETTI COMPANIES,18014,Argyle Brut,13.6,21.99,750.0,647.0,8799.199999999997,689.0,14523.109999999955,9227.639999999968,76.42999999999986,144929.24,5723.909999999958,39.412426126359826,1.650503454859528,13.599999999999996,Medium,1.0649149922720247,-571.1999999999999
3587,12546,JIM BEAM BRANDS COMPANY,2997,Yamazaki 12 Yr Japanese,63.23,85.99,750.0,139.0,8788.970000000001,139.0,12412.609999999997,4111.539999999999,109.44999999999999,123880.96999999999,3623.639999999996,29.193215608965374,1.4122940458324462,63.23000000000001,Medium,1.0,0.0
3588,9552,M S WALKER INC,36123,Qupe Central Coast Syrah Cal,11.76,17.99,750.0,747.0,8784.72,699.0,13342.009999999962,8796.39999999997,77.39999999999988,55551.819999999985,4557.289999999963,34.15744704133767,1.5187746450655186,11.76,Medium,0.9357429718875502,564.48
3589,9552,M S WALKER INC,23159,Champlain Orchards Ice Cider,17.56,25.99,375.0,500.0,8779.999999999993,476.0,12371.239999999967,9850.20999999997,27.839999999999982,55551.819999999985,3591.2399999999743,29.028941318735907,1.4090250569476057,17.559999999999985,Medium,0.952,421.43999999999994
3590,3252,E & J GALLO WINERY,37527,Redwood Creek Pnt Grigio,7.18,10.99,1500.0,1222.0,8773.959999999988,1343.0,14409.569999999921,8270.279999999948,299.6799999999999,61966.909999999996,5635.609999999933,39.11018857606413,1.6423108835691,7.17999999999999,Medium,1.0990180032733223,-868.78
3591,7153,PINE STATE TRADING CO,25445,Maynard's 10 Yr Tawny Port,13.51,19.99,750.0,649.0,8767.989999999998,481.0,9615.18999999998,6776.609999999989,53.24999999999992,15884.819999999998,847.1999999999825,8.811058335820553,1.0966241977921944,13.509999999999996,Medium,0.7411402157164869,2269.68
3592,4425,MARTIGNETTI COMPANIES,18974,Pine Ridge Napa Vlly Cab Svg,32.67,49.99,750.0,268.0,8755.56000000001,232.0,13239.679999999986,7840.62999999999,25.770000000000003,144929.24,4484.119999999975,33.86879441194938,1.5121454253068873,32.67000000000004,Medium,0.8656716417910447,1176.1200000000001
3593,9552,M S WALKER INC,32619,Schmitt Sohne Blue Rsl,12.41,18.99,1500.0,705.0,8749.049999999997,706.0,14026.93999999995,9811.059999999961,157.1699999999998,55551.819999999985,5277.889999999952,37.62680955361591,1.6032529246032374,12.409999999999997,Medium,1.001418439716312,-12.41
3594,4425,MARTIGNETTI COMPANIES,8787,Torresella Pinot Grigio Ven,6.7,9.99,750.0,1304.0,8736.799999999987,1247.0,17597.529999999897,11813.629999999916,138.07999999999967,144929.24,8860.72999999991,50.35212328093751,2.01418482739675,6.6999999999999895,Medium,0.9562883435582822,381.90000000000003
3595,9165,ULTRA BEVERAGE COMPANY LLP,10732,A Bichot Pnt Nr Bourgogne,9.8,15.99,750.0,890.0,8722.000000000011,877.0,13745.22999999996,6997.539999999986,97.61999999999986,68054.70000000003,5023.229999999949,36.54525970100146,1.5759263930291152,9.800000000000013,Medium,0.9853932584269663,127.4
3596,9819,TREASURY WINE ESTATES,6724,Black Opal Cashmore Cab Svgn,4.63,6.99,750.0,1882.0,8713.660000000025,1948.0,15056.519999999868,8817.659999999923,216.30999999999963,14836.570000000005,6342.859999999842,42.12699880184729,1.727921447474405,4.630000000000013,Large,1.0350690754516472,-305.58
3597,10754,PERFECTA WINES,11080,G Vigouroux Pigmentum Malbec,6.62,9.99,750.0,1315.0,8705.299999999988,1246.0,11411.539999999944,6772.63999999998,138.33999999999972,28720.52,2706.239999999956,23.71494119110978,1.3108726867540417,6.619999999999991,Medium,0.9475285171102662,456.78000000000003
3598,3089,SIDNEY FRANK IMPORTING CO,2158,Sortilege Liqueur,12.4,16.99,375.0,702.0,8704.79999999999,665.0,13293.349999999966,8715.639999999974,260.80000000000024,8549.550000000001,4588.549999999976,34.517634757228144,1.5271287105964504,12.399999999999986,Medium,0.9472934472934473,458.8
3599,4425,MARTIGNETTI COMPANIES,20912,Whitehall Tre Leoni Red Napa,15.75,23.99,750.0,552.0,8694.0,601.0,15029.989999999958,9146.349999999977,66.72999999999989,144929.24,6335.989999999958,42.15565013682628,1.7287773176903563,15.75,Medium,1.088768115942029,-771.75
3600,9165,ULTRA BEVERAGE COMPANY LLP,18881,Middle Sister Pnt Nr Goodie,6.53,9.99,750.0,1331.0,8691.429999999991,1317.0,13176.829999999916,9297.699999999935,145.73999999999967,68054.70000000003,4485.399999999925,34.04005363960796,1.5160715785549592,6.529999999999993,Medium,0.9894815927873779,91.42
3601,90024,VINILANDIA USA,44922,Quinta do Crasto RSV Douro,22.81,36.99,750.0,381.0,8690.61,252.0,9183.479999999994,6151.309999999997,27.909999999999997,2802.6400000000003,492.8699999999935,5.3669197297755735,1.0567129349953563,22.810000000000002,Medium,0.6614173228346457,2942.49
3602,10754,PERFECTA WINES,14811,Primaterra Pnt Nr,7.53,10.99,750.0,1151.0,8667.029999999997,1126.0,11349.739999999954,6085.949999999997,125.18999999999978,28720.52,2682.7099999999573,23.63675291240124,1.309530485068121,7.529999999999998,Medium,0.9782797567332754,188.25
