,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,StockTurnover,UnsoldInventoryValue
3445,1587,VINEYARD BRANDS INC,13498,Riva Rey Tempranillo,4.63,6.99,750.0,2144.0,9926.720000000008,2127.0,16978.72999999988,9487.169999999915,236.37999999999974,6070.089999999999,7052.009999999871,41.53437860193266,1.7104068614809187,4.630000000000004,Large,0.992070895522388,78.71
3446,9552,M S WALKER INC,16971,Angeline Rsv Cab Svgn,7.43,13.99,750.0,1336.0,9926.479999999987,1361.0,20447.38999999989,12978.409999999905,150.9799999999997,55551.819999999985,10520.909999999903,51.45355959855982,2.0598832617403064,7.42999999999999,Medium,1.0187125748502994,-185.75
3447,9552,M S WALKER INC,10991,Ch Nicot Bordeaux,6.75,12.99,750.0,1470.0,9922.5,1469.0,10374.509999999987,3620.669999999992,164.40999999999997,55551.819999999985,452.0099999999875,4.356928664582598,1.0455540438397568,6.75,Medium,0.9993197278911564,6.75
3448,3252,E & J GALLO WINERY,7818,Andre Cold Duck,3.71,5.99,750.0,2672.0,9913.120000000035,2616.0,15360.839999999935,4804.300000000007,292.74000000000007,61966.909999999996,5447.719999999899,35.4649875918239,1.549546459641352,3.7100000000000133,Large,0.9790419161676647,207.76
3449,90024,VINILANDIA USA,44780,Nicolis Valpo Seccal Ripasso,12.9,21.99,750.0,768.0,9907.199999999995,737.0,16976.62999999994,11725.909999999949,81.45999999999984,2802.6400000000003,7069.429999999944,41.64212803129932,1.713564882105938,12.899999999999993,Medium,0.9596354166666666,399.90000000000003
3450,17035,PERNOD RICARD USA,24703,Kenwood J London Cab Svgn,15.43,22.99,750.0,642.0,9906.059999999994,616.0,19432.839999999953,11365.38999999996,68.4299999999999,123780.21999999997,9526.779999999959,49.02412616992669,1.9617123255865565,15.42999999999999,Medium,0.9595015576323987,401.18
3451,9165,ULTRA BEVERAGE COMPANY LLP,17145,Honeymaker Blueberry Mead,11.56,17.99,750.0,856.0,9895.359999999993,812.0,14218.879999999928,11229.589999999938,89.57999999999979,68054.70000000003,4323.519999999935,30.406895620470507,1.4369239724476863,11.559999999999992,Medium,0.9485981308411215,508.64000000000004
3452,9165,ULTRA BEVERAGE COMPANY LLP,22447,Pizzolato Pnt Grigio,4.72,12.99,750.0,2096.0,9893.12,4311.0,30133.88999999973,11239.91999999985,481.76000000000295,68054.70000000003,20240.769999999728,67.16945605097752,3.0459440500064416,4.720000000000001,Large,2.0567748091603053,-10454.8
3453,9165,ULTRA BEVERAGE COMPANY LLP,19895,Skeleton Malbec,6.45,9.99,1000.0,1531.0,9874.950000000012,1643.0,17372.569999999876,11422.249999999894,246.45000000000016,68054.70000000003,7497.619999999864,43.15780566720939,1.7592565025645552,6.450000000000007,Large,1.0731548007838014,-722.4
3454,10754,PERFECTA WINES,17394,Ch La Mission 09 Blanc Pessc,519.47,829.99,750.0,19.0,9869.93,19.0,15199.809999999998,3199.96,2.14,28720.52,5329.879999999997,35.065438317978966,1.5400119352416883,519.47,Small,1.0,0.0
3455,90024,VINILANDIA USA,20552,Cafaggio Basilica Chianti Cl,9.58,13.99,750.0,1027.0,9838.659999999993,1073.0,16454.26999999991,11616.429999999924,118.73999999999972,2802.6400000000003,6615.609999999917,40.20603770328282,1.6724096574126885,9.579999999999993,Medium,1.044790652385589,-440.68
3456,4425,MARTIGNETTI COMPANIES,39631,Red Truck Cal,5.44,10.99,750.0,1807.0,9830.080000000004,1941.0,17710.58999999988,10186.949999999912,215.50999999999962,144929.24,7880.5099999998765,44.496033164338,1.8016730280933495,5.440000000000002,Large,1.0741560597675706,-728.96
3457,9165,ULTRA BEVERAGE COMPANY LLP,10734,A Bichot Chablis Long Depaqt,11.72,17.99,750.0,838.0,9821.359999999999,739.0,13133.609999999957,8326.319999999976,81.91999999999986,68054.70000000003,3312.249999999958,25.219646388159607,1.3372496273428485,11.719999999999999,Medium,0.8818615751789977,1160.28
3458,4692,KOBRAND CORPORATION,13081,Dom Ferret Pouilly Fuisse,20.25,32.99,750.0,485.0,9821.25,466.0,14683.339999999967,9540.969999999976,51.629999999999946,9139.38,4862.089999999967,33.112970209775014,1.4950581646939003,20.25,Medium,0.9608247422680413,384.75
3459,4425,MARTIGNETTI COMPANIES,28606,Cline Viognier Sonoma Count,6.62,9.99,750.0,1481.0,9804.219999999992,1416.0,14145.839999999935,7442.549999999967,157.5299999999998,144929.24,4341.619999999943,30.691850042132263,1.442831760201214,6.619999999999995,Medium,0.9561107359891965,430.3
3460,9165,ULTRA BEVERAGE COMPANY LLP,28239,Fetzer Eagle Peak Merlot,8.55,13.99,1500.0,1146.0,9798.299999999997,1239.0,16169.609999999915,10469.97999999993,276.1599999999999,68054.70000000003,6371.309999999918,39.40299116676253,1.6502464713266505,8.549999999999997,Medium,1.081151832460733,-795.1500000000001
3461,4425,MARTIGNETTI COMPANIES,13451,Clifford Bay Svgn Bl Marlbor,8.05,12.99,750.0,1214.0,9772.700000000015,1191.0,14288.089999999944,6935.219999999985,132.6099999999998,144929.24,4515.3899999999285,31.602474508488864,1.4620411963940283,8.050000000000013,Medium,0.9810543657331137,185.15
3462,4425,MARTIGNETTI COMPANIES,26990,Colavita Pinot Grigio,3.24,4.99,750.0,3016.0,9771.839999999998,3013.0,15034.869999999999,1312.3700000000015,338.6800000000002,144929.24,5263.030000000001,35.005490569589234,1.53859150374955,3.2399999999999993,Large,0.9990053050397878,9.72
3463,7153,PINE STATE TRADING CO,13595,Palagetto Brunello d Montlcn,32.88,50.99,750.0,297.0,9765.360000000002,251.0,12569.489999999982,9070.189999999988,27.74000000000001,15884.819999999998,2804.129999999979,22.309019697696435,1.287150704121505,32.88000000000001,Medium,0.8451178451178452,1512.48
3464,1587,VINEYARD BRANDS INC,45333,Cono Sur Svgn Bl Cntrl Vly,4.76,6.99,750.0,2050.0,9758.000000000007,1985.0,16413.14999999989,8723.47999999993,220.7699999999997,6070.089999999999,6655.149999999881,40.5476706177664,1.6820198811231684,4.760000000000003,Large,0.9682926829268292,309.4
3465,1392,CONSTELLATION BRANDS INC,20180,Rosatello Sw Sparkling Rose,9.65,13.99,750.0,1011.0,9756.149999999998,1016.0,14395.839999999918,10984.249999999927,112.2099999999997,79528.99,4639.6899999999205,32.229380154266416,1.475565668834522,9.649999999999999,Medium,1.0049455984174085,-48.25
3466,516,BANFI PRODUCTS CORP,13433,C Y Toro Carmenere de Casa,12.33,19.99,750.0,791.0,9753.029999999973,779.0,14624.209999999957,8469.49999999997,86.48999999999987,8510.410000000002,4871.179999999984,33.30901293129679,1.4994529905065397,12.329999999999966,Medium,0.9848293299620733,147.96
3467,9165,ULTRA BEVERAGE COMPANY LLP,9361,KAH Anejo Tequila,48.5,64.99,750.0,201.0,9748.5,356.0,24096.43999999995,22061.73999999995,281.01000000000045,68054.70000000003,14347.939999999951,59.543816430974786,2.47181002205467,48.5,Medium,1.771144278606965,-7517.5
3468,9815,WINE GROUP INC,42678,Fish Eye Shiraz,3.33,4.99,750.0,2927.0,9746.909999999973,2863.0,15215.369999999826,8662.879999999892,317.93000000000006,27100.409999999996,5468.459999999854,35.94036819347749,1.5610455005740147,3.3299999999999907,Large,0.9781346088144858,213.12
3469,6785,PALM BAY INTERNATIONAL INC,6932,Santa Rita 120 Chard,3.99,5.99,750.0,2440.0,9735.599999999993,2492.0,14927.079999999914,6331.429999999969,278.10000000000014,13605.409999999998,5191.479999999921,34.77893868057216,1.5332470520563628,3.989999999999997,Large,1.021311475409836,-207.48000000000002
3470,8673,STE MICHELLE WINE ESTATES,14130,14 Hands Hot to Trot White,5.8,9.99,750.0,1675.0,9715.000000000018,1714.0,16198.859999999917,7327.779999999968,191.1699999999999,15919.700000000003,6483.859999999899,40.02664385024583,1.667407102418928,5.8000000000000105,Large,1.0232835820895523,-226.2
3471,480,BACARDI USA INC,4298,Bacardi Raspberry Rum,0.74,0.99,50.0,13120.0,9708.8,11729.0,11611.709999999799,3445.200000000027,610.2700000000009,89286.26999999999,1902.9099999997998,16.387853296369208,1.1959984756097355,0.74,Large,0.8939786585365853,1029.34
3472,9165,ULTRA BEVERAGE COMPANY LLP,20102,Julia James Pnt Nr,6.7,9.99,750.0,1448.0,9701.599999999999,1443.0,13650.56999999998,4974.580000000004,161.44999999999996,68054.70000000003,3948.969999999981,28.92897512704588,1.4070431681372126,6.699999999999999,Medium,0.9965469613259669,33.5
3473,9552,M S WALKER INC,38473,Adelsheim Pnt Gris Ore,10.38,15.99,750.0,934.0,9694.92000000001,785.0,12788.14999999995,8013.049999999972,86.99999999999983,55551.819999999985,3093.2299999999414,24.188252405546958,1.3190567843777916,10.38000000000001,Medium,0.8404710920770878,1546.6200000000001
3474,9815,WINE GROUP INC,24003,Corbett Canyon Cab Svgn,4.54,7.99,1500.0,2135.0,9692.899999999947,2207.0,18187.929999999866,9147.829999999927,493.2699999999992,27100.409999999996,8495.029999999919,46.70696445389872,1.8764177903413803,4.539999999999975,Large,1.0337236533957845,-326.88
3475,1392,CONSTELLATION BRANDS INC,10205,R Mondavi Pnt Nr Napa Vly,16.99,26.99,750.0,568.0,9650.319999999996,537.0,14598.629999999961,9700.439999999973,59.49999999999992,79528.99,4948.309999999965,33.895714871874816,1.5127612348606023,16.98999999999999,Medium,0.9454225352112676,526.6899999999999
3476,3252,E & J GALLO WINERY,8075,Sheffield Tawny Port,6.75,9.99,1500.0,1429.0,9645.75,1437.0,14355.629999999926,7902.089999999961,320.84000000000003,61966.909999999996,4709.879999999926,32.80859147247422,1.4882855143456886,6.75,Medium,1.0055983205038488,-54.0
3477,12546,JIM BEAM BRANDS COMPANY,2638,Bowmore Islay 18-Yr Sgl Malt,95.38,123.99,750.0,101.0,9633.38,90.0,11699.099999999993,10399.199999999993,71.03999999999996,123880.96999999999,2065.719999999994,17.65708473301361,1.2144335632976166,95.38,Medium,0.8910891089108911,1049.1799999999998
3478,1392,CONSTELLATION BRANDS INC,19486,Franciscan Equilibrium White,11.76,17.99,750.0,819.0,9631.440000000004,995.0,18795.049999999927,9312.889999999963,110.57999999999976,79528.99,9163.609999999922,48.755443587540114,1.9514267856104506,11.760000000000005,Medium,1.2148962148962148,-2069.7599999999998
3479,10754,PERFECTA WINES,17186,Columna Albarino,9.33,13.99,750.0,1032.0,9628.559999999992,1006.0,15379.939999999931,9329.899999999958,111.58999999999979,28720.52,5751.379999999939,37.395334442136736,1.5973250413353548,9.329999999999993,Medium,0.9748062015503876,242.58
3480,9625,WESTERN SPIRITS BEVERAGE CO,2794,Bird Dog Bourbon,10.5,14.99,750.0,917.0,9628.5,1770.0,28413.299999999785,21970.329999999794,1395.6900000000062,1933.1899999999996,18784.799999999785,66.11270074225777,2.950958093160906,10.5,Medium,1.93020719738277,-8956.5
3481,10754,PERFECTA WINES,17188,The Messenger Telegram Red 1,11.4,18.99,750.0,844.0,9621.599999999997,807.0,14002.929999999957,7272.829999999984,89.77999999999983,28720.52,4381.32999999996,31.28866601489812,1.4553639727280245,11.399999999999997,Medium,0.9561611374407583,421.8
3482,8320,SHAW ROSS INT L IMP LTD,8728,Blue Nun Authentic White,9.45,15.99,1500.0,1016.0,9601.2,1027.0,16649.729999999916,11652.809999999925,228.5699999999998,3151.9200000000014,7048.529999999915,42.334200014053984,1.7341301087363992,9.450000000000001,Medium,1.0108267716535433,-103.94999999999999
3483,4425,MARTIGNETTI COMPANIES,25715,Grgich Hills Fume Bl Napa,16.44,29.99,750.0,584.0,9600.960000000003,518.0,15336.819999999963,9554.769999999975,57.409999999999926,144929.24,5735.859999999961,37.399278338012536,1.5974256740992525,16.440000000000005,Medium,0.886986301369863,1085.0400000000002
3484,10754,PERFECTA WINES,12534,Ch Beaulieu Grand Vin Brdx,6.89,11.99,750.0,1393.0,9597.770000000015,1356.0,13600.439999999915,8709.319999999938,150.2599999999997,28720.52,4002.6699999999,29.430444897370418,1.4170416669705457,6.89000000000001,Medium,0.9734386216798278,254.92999999999998
3485,7153,PINE STATE TRADING CO,25109,Tomaiolo Toscana,6.8,13.99,750.0,1410.0,9588.000000000015,1129.0,11837.709999999957,6879.439999999977,125.35999999999976,15884.819999999998,2249.7099999999427,19.004604775754355,1.2346380892782582,6.8000000000000105,Medium,0.800709219858156,1910.8
3486,10754,PERFECTA WINES,24606,Fortant Cab Svgn,5.15,11.99,750.0,1861.0,9584.14999999999,2143.0,18554.569999999883,7701.58999999996,239.32999999999979,28720.52,8970.419999999893,48.3461486846634,1.9359640656709152,5.149999999999995,Large,1.15153143471252,-1452.3000000000002
3487,1587,VINEYARD BRANDS INC,21338,Vincent Delaporte Sancerre,12.98,19.99,750.0,736.0,9553.280000000002,733.0,14652.669999999955,7636.179999999982,81.52999999999987,6070.089999999999,5099.389999999952,34.80178015337797,1.533784208146307,12.980000000000004,Medium,0.9959239130434783,38.94
3488,7153,PINE STATE TRADING CO,20660,WillM Alsace Rsl,7.38,10.99,750.0,1294.0,9549.720000000005,1100.0,12969.999999999965,3786.7700000000023,122.95999999999997,15884.819999999998,3420.2799999999606,26.37070161912082,1.3581550034974805,7.3800000000000034,Medium,0.8500772797527048,1431.72
3489,9552,M S WALKER INC,23220,Parducci Pnt Nr,7.74,12.99,750.0,1233.0,9543.419999999995,1199.0,14535.009999999924,9617.07999999994,132.85999999999973,55551.819999999985,4991.589999999929,34.34184083808649,1.523039958421607,7.739999999999996,Medium,0.9724249797242498,263.16
3490,7153,PINE STATE TRADING CO,22170,Bone Shaker Znfdl,13.07,19.99,750.0,730.0,9541.100000000004,735.0,15273.649999999941,10634.90999999995,81.39999999999984,15884.819999999998,5732.549999999937,37.53228599581605,1.6008269486746742,13.070000000000006,Medium,1.0068493150684932,-65.35
3491,9165,ULTRA BEVERAGE COMPANY LLP,34998,Luiano Chianti Clsc,10.66,16.99,750.0,895.0,9540.700000000004,933.0,15712.669999999933,9329.469999999958,103.63999999999982,68054.70000000003,6171.969999999928,39.28021144719487,1.646909555902599,10.660000000000005,Medium,1.0424581005586593,-405.08
3492,10754,PERFECTA WINES,46599,Primaterra Primitivo,7.53,10.99,750.0,1266.0,9532.979999999996,1190.0,11970.099999999944,7062.979999999974,132.1099999999998,28720.52,2437.119999999948,20.360063825698695,1.2556514332349327,7.529999999999997,Medium,0.9399684044233807,572.28
3493,9165,ULTRA BEVERAGE COMPANY LLP,17866,James Mitchell Cab Svgn,8.9,14.99,750.0,1071.0,9531.9,958.0,11831.419999999955,6460.789999999987,106.5399999999998,68054.70000000003,2299.519999999955,19.43570594231262,1.2412446626590663,8.9,Medium,0.8944911297852475,1005.7
3494,7239,REMY COINTREAU USA INC,675,Mount Gay 1703 Old Cask Slct,78.73,99.99,750.0,121.0,9526.33,104.0,10728.95999999999,9889.039999999992,82.08999999999995,16978.669999999995,1202.62999999999,11.209194553805693,1.1262427398588952,78.73,Medium,0.859504132231405,1338.41
3495,3924,HEAVEN HILL DISTILLERIES,1096,Evan Williams Egg Nog,5.55,6.99,750.0,1716.0,9523.800000000003,1725.0,12057.74999999996,4340.790000000003,1358.3000000000018,14069.869999999995,2533.949999999957,21.01511476021617,1.2660650160650115,5.550000000000002,Large,1.0052447552447552,-49.949999999999996
3496,9815,WINE GROUP INC,15292,Flip Flop Chard,3.37,5.99,750.0,2825.0,9520.249999999984,2705.0,16039.949999999868,8028.489999999922,301.29999999999995,27100.409999999996,6519.699999999884,40.64663543215495,1.68482445313935,3.3699999999999943,Large,0.9575221238938053,404.40000000000003
3497,1392,CONSTELLATION BRANDS INC,39716,Ravenswood Vntrs Blnd Shiraz,5.4,7.99,750.0,1763.0,9520.199999999997,1799.0,15124.009999999864,10344.709999999895,199.1699999999995,79528.99,5603.809999999867,37.052408719644575,1.5886231381693523,5.399999999999999,Large,1.0204197390811118,-194.4
3498,3252,E & J GALLO WINERY,25995,Gallo Cafe Znfdl Cal,6.57,9.99,1500.0,1449.0,9519.930000000015,1493.0,15163.069999999934,7536.5799999999745,334.34000000000026,61966.909999999996,5643.139999999919,37.216342073207755,1.5927711653341894,6.57000000000001,Medium,1.0303657694962043,-289.08000000000004
3499,10754,PERFECTA WINES,43489,Ken Forrester Petit Chenin B,8.05,11.99,750.0,1182.0,9515.100000000011,1251.0,15735.48999999993,7853.759999999969,139.2499999999998,28720.52,6220.389999999919,39.530958362275,1.6537387941272201,8.05000000000001,Medium,1.0583756345177664,-555.45
3500,6215,MOONLIGHT MEADERY,16568,Moonlight Meadery Sumptuous,8.84,12.99,375.0,1075.0,9502.999999999995,948.0,12314.519999999924,10586.84999999993,55.78999999999984,365.6100000000001,2811.5199999999295,22.83093453906402,1.2958560454593213,8.839999999999995,Medium,0.881860465116279,1122.68
3501,3960,DIAGEO NORTH AMERICA INC,2782,The Gifted Horse,39.05,49.99,750.0,243.0,9489.15,243.0,12147.569999999982,8448.309999999987,191.54000000000002,257032.07000000007,2658.419999999982,21.884376875374958,1.2801536491677317,39.05,Medium,1.0,0.0
3502,3252,E & J GALLO WINERY,36579,Covey Run Rsl Columbia Vly,3.92,5.99,750.0,2420.0,9486.400000000012,2416.0,14471.839999999904,6547.069999999976,269.4799999999999,61966.909999999996,4985.439999999891,34.449247642317246,1.5255355034575693,3.9200000000000053,Large,0.9983471074380166,15.68
3503,12546,JIM BEAM BRANDS COMPANY,17458,Skinnygirl Rose Wine,6.03,8.99,750.0,1573.0,9485.189999999997,1600.0,15052.999999999902,9404.049999999928,177.44999999999962,123880.96999999999,5567.809999999905,36.988042250713754,1.5870003658334633,6.029999999999998,Large,1.0171646535282899,-162.81
3504,10754,PERFECTA WINES,10164,Andre Bourgogne Pnt Nr RSV,10.45,15.99,750.0,907.0,9478.149999999992,796.0,12986.039999999957,8475.809999999969,88.19999999999983,28720.52,3507.889999999965,27.01277679723747,1.3701028154228376,10.449999999999992,Medium,0.8776185226019846,1159.9499999999998
3505,1590,DIAGEO CHATEAU ESTATE WINES,22531,BV Coastal Estate Chard,6.16,8.99,750.0,1538.0,9474.080000000005,2123.0,19073.76999999989,7892.169999999949,236.51999999999975,7259.75,9599.689999999886,50.3292741812444,2.0132582794318687,6.160000000000004,Large,1.3803641092327699,-3603.6
3506,480,BACARDI USA INC,4903,Bacardi Superior Rum,2.87,3.99,200.0,3300.0,9471.0,9964.0,39756.359999999564,12895.679999999644,2092.4399999999955,89286.26999999999,30285.359999999564,76.17739652221655,4.197694013303724,2.87,Large,3.0193939393939395,-19125.68
3507,4950,LATITUDE BEVERAGE COMPANY,15837,Ninety+Cellars Lot 37 Shiraz,5.26,9.99,750.0,1800.0,9468.000000000004,1795.0,17389.049999999872,10638.139999999912,199.27999999999966,1609.9999999999995,7921.049999999868,45.55194217050343,1.8366128010139275,5.2600000000000025,Large,0.9972222222222222,26.299999999999997
3508,9165,ULTRA BEVERAGE COMPANY LLP,25694,Cornerstone Pnt Gris 13 Napa,6.75,9.99,750.0,1400.0,9450.0,1393.0,13916.069999999952,5754.239999999989,155.44999999999987,68054.70000000003,4466.069999999952,32.092896917017285,1.472599999999995,6.75,Medium,0.995,47.25
3509,9165,ULTRA BEVERAGE COMPANY LLP,41412,Crios Rose of Malbec,8.21,11.99,750.0,1151.0,9449.71000000002,1100.0,12892.99999999995,7466.629999999975,122.20999999999981,68054.70000000003,3443.2899999999318,26.706662530054643,1.3643804942162168,8.210000000000017,Medium,0.9556907037358818,418.71000000000004
3510,7153,PINE STATE TRADING CO,8337,Marcati Limoncello,12.4,15.99,750.0,762.0,9448.800000000001,1046.0,12224.539999999983,4976.580000000001,823.8200000000004,15884.819999999998,2775.7399999999816,22.706294060962502,1.293766404199473,12.400000000000002,Medium,1.372703412073491,-3521.6
3511,4425,MARTIGNETTI COMPANIES,21178,Sensi Dalcampo Chianti Rsva,9.03,13.99,750.0,1046.0,9445.379999999997,743.0,12456.56999999996,8422.989999999967,82.22999999999985,144929.24,3011.1899999999623,24.17350843771578,1.3188003023700436,9.029999999999998,Medium,0.7103250478011472,2736.0899999999997
3512,4425,MARTIGNETTI COMPANIES,16692,Chartron Trebuchet Chard Bou,10.88,15.99,750.0,868.0,9443.840000000006,692.0,12105.079999999962,7428.759999999984,76.73999999999984,144929.24,2661.239999999956,21.98448915661825,1.2817963879099978,10.880000000000006,Medium,0.7972350230414746,1914.88
3513,7153,PINE STATE TRADING CO,10452,Line 39 Lk Cnty Petite Sirah,6.07,9.99,750.0,1555.0,9438.850000000013,1424.0,13834.759999999917,8736.999999999945,157.98999999999967,15884.819999999998,4395.909999999903,31.774385677813928,1.4657251677905567,6.070000000000008,Large,0.9157556270096463,795.1700000000001
3514,4425,MARTIGNETTI COMPANIES,18884,Hess Treo Winemaker's Blend,9.67,15.99,750.0,976.0,9437.920000000007,947.0,16431.52999999993,10819.779999999946,104.9299999999998,144929.24,6993.609999999922,42.56213511462385,1.7410117907335427,9.670000000000007,Medium,0.9702868852459017,280.43
3515,3252,E & J GALLO WINERY,24098,Gallo Copperidge Wh Znfdl,4.66,6.99,1500.0,2021.0,9417.85999999998,2041.0,14266.589999999975,2823.9600000000028,458.7499999999993,61966.909999999996,4848.729999999994,33.986607871958206,1.5148441365660568,4.65999999999999,Large,1.0098960910440375,-93.2
3516,9165,ULTRA BEVERAGE COMPANY LLP,2920,Old Potrero 18th Century,46.15,69.99,750.0,204.0,9414.599999999999,399.0,20111.009999999973,10662.899999999981,314.4700000000002,68054.70000000003,10696.409999999974,53.18683646420537,2.1361512969218,46.14999999999999,Medium,1.9558823529411764,-8999.25
3517,660,SAZERAC NORTH AMERICA INC.,1034,Mr Boston Holiday Nog,3.81,4.99,750.0,2469.0,9406.890000000001,2493.0,12440.069999999949,4575.830000000007,1962.9100000000003,17932.329999999994,3033.1799999999475,24.382338684589076,1.3224423800001857,3.8100000000000005,Large,1.0097205346294047,-91.44
3518,1392,CONSTELLATION BRANDS INC,12443,Kim Crawford Svgn Bl Marlbro,6.7,9.99,375.0,1404.0,9406.799999999987,1159.0,10072.40999999997,4738.530000000004,66.00999999999988,79528.99,665.6099999999842,6.608249664181523,1.0707583875494306,6.69999999999999,Medium,0.8254985754985755,1641.5
3519,9552,M S WALKER INC,16458,Gerard Bertrand Corbieres Ro,8.55,14.99,750.0,1100.0,9405.000000000013,1070.0,14163.299999999936,8966.209999999955,118.61999999999975,55551.819999999985,4758.299999999923,33.59598398678235,1.5059330143540581,8.550000000000011,Medium,0.9727272727272728,256.5
3520,3664,WILLIAM GRANT & SONS INC,2923,Balvenie 12 Yr Single Barrel,53.43,69.99,750.0,176.0,9403.679999999998,218.0,16237.819999999978,12578.309999999981,171.97999999999996,30234.42000000001,6834.139999999979,42.08779257314091,1.7267516546713606,53.42999999999999,Medium,1.2386363636363635,-2244.06
3521,4425,MARTIGNETTI COMPANIES,45035,Hess Clctn 19 Block Cuvee,22.87,35.99,750.0,411.0,9399.57,422.0,15043.77999999997,9812.249999999978,46.729999999999976,144929.24,5644.20999999997,37.518562488948795,1.6004753408932504,22.87,Medium,1.02676399026764,-251.57000000000002
3522,3252,E & J GALLO WINERY,1845,Cluny Scotch Whiskey,11.27,15.99,1750.0,833.0,9387.910000000007,1315.0,23602.849999999897,13579.429999999913,2416.710000000001,61966.909999999996,14214.93999999989,60.225523612614374,2.5141751465448516,11.270000000000008,Medium,1.5786314525810323,-5432.139999999999
3523,3960,DIAGEO NORTH AMERICA INC,2654,Tanqueray Bloomsbury,22.47,28.99,1000.0,417.0,9369.989999999998,1591.0,46123.089999999895,32410.819999999807,1670.550000000002,257032.07000000007,36753.0999999999,79.6848173008356,4.922426811554751,22.469999999999995,Medium,3.815347721822542,-26379.78
3524,3252,E & J GALLO WINERY,5381,E&J Peach Brandy,0.73,0.99,50.0,12831.0,9366.630000000008,15095.0,14944.049999999646,4911.39000000004,783.2600000000081,61966.909999999996,5577.419999999638,37.322011101406716,1.5954564234948572,0.7300000000000006,Large,1.1764476658093679,-1652.72
3525,10754,PERFECTA WINES,44708,Trentadue Old Patch Red Son,7.53,11.99,750.0,1243.0,9359.789999999997,1216.0,16351.83999999992,9360.02999999995,135.08999999999978,28720.52,6992.049999999923,42.76001966751116,1.7470306491919076,7.529999999999998,Medium,0.9782783588093322,203.31
3526,4425,MARTIGNETTI COMPANIES,41157,Phillips Sixth Sense Syrah,10.73,15.99,750.0,872.0,9356.560000000009,813.0,12999.869999999948,8810.489999999962,90.07999999999983,144929.24,3643.3099999999395,28.025741795879146,1.3893856289063433,10.73000000000001,Medium,0.9323394495412844,633.07
3527,8352,LUXCO INC,4845,Arrow Cherry Brandy,6.39,7.99,750.0,1464.0,9354.960000000012,1421.0,11353.78999999995,6320.089999999975,1119.2900000000018,10261.599999999997,1998.829999999938,17.604958344305707,1.2136652642020849,6.390000000000008,Medium,0.9706284153005464,274.77
3528,4425,MARTIGNETTI COMPANIES,33278,Villa Cornaro Pnt Grigio LTD,5.36,8.99,750.0,1744.0,9347.839999999987,1720.0,14627.79999999992,7653.09999999996,191.2199999999997,144929.24,5279.959999999932,36.09538002980599,1.5648320895522323,5.359999999999993,Large,0.9862385321100917,128.64000000000001
3529,9552,M S WALKER INC,10603,Parducci Petite Sirah,7.58,10.99,750.0,1231.0,9330.979999999992,1256.0,14619.439999999913,9355.93999999994,139.1399999999997,55551.819999999985,5288.459999999921,36.17416262182376,1.5667636196840982,7.579999999999994,Medium,1.0203086921202276,-189.5
3530,3664,WILLIAM GRANT & SONS INC,4752,Flor de Cana 4Yr Gold Rum,14.81,19.99,1750.0,630.0,9330.300000000003,505.0,10094.94999999998,6216.889999999992,928.139999999999,30234.42000000001,764.6499999999778,7.574579368892162,1.0819534205759704,14.810000000000004,Medium,0.8015873015873016,1851.25
3531,9552,M S WALKER INC,28983,Edmeades Mendocino Znfdl,10.06,14.99,750.0,927.0,9325.619999999995,723.0,10893.76999999997,7111.279999999982,80.08999999999988,55551.819999999985,1568.1499999999742,14.394924805645598,1.168155039557689,10.059999999999995,Medium,0.7799352750809061,2052.2400000000002
3532,9552,M S WALKER INC,21672,Peachy Canyon Westside Znfdl,11.33,18.99,750.0,823.0,9324.589999999995,800.0,14391.999999999949,9336.80999999996,88.66999999999985,55551.819999999985,5067.409999999954,35.209908282378905,1.5434458780493252,11.329999999999993,Medium,0.9720534629404617,260.59
3533,12546,JIM BEAM BRANDS COMPANY,1168,Old Grand Dad Bonded,14.28,24.99,750.0,651.0,9296.279999999997,968.0,18904.319999999923,12739.599999999926,763.0199999999999,123880.96999999999,9608.039999999926,50.824573430834675,2.033535995043171,14.279999999999996,Medium,1.4869431643625193,-4526.76
3534,4425,MARTIGNETTI COMPANIES,21218,Heitz Znfdl Ink Grade Vyd,17.44,25.99,750.0,533.0,9295.519999999999,518.0,15260.819999999958,10472.44999999997,57.33999999999992,144929.24,5965.299999999959,39.088987354545665,1.6417392464326859,17.439999999999998,Medium,0.9718574108818011,261.6
3535,4425,MARTIGNETTI COMPANIES,26380,Orin Swift Abstract Red,20.77,31.99,750.0,447.0,9284.189999999997,419.0,13403.80999999998,6621.929999999995,46.669999999999966,144929.24,4119.619999999983,30.734694090709947,1.4437242236533272,20.769999999999992,Medium,0.9373601789709173,581.56
3536,9165,ULTRA BEVERAGE COMPANY LLP,12946,Middle Sister Smarty Pants C,6.57,9.99,750.0,1413.0,9283.410000000013,1486.0,14912.13999999988,10664.389999999908,164.37999999999954,68054.70000000003,5628.729999999867,37.745957320679075,1.6063213840603678,6.570000000000009,Medium,1.0516631280962492,-479.61
